target,model,fp,seed,split,rmse,mae,r2,spearman,ece,cov90,seconds
Tg,QuantileRandomForest,AtomPair,2,train,15.611981715104397,5.46644901144641,0.9807762293879595,0.2066469515726781,0.42442286198789847,0.9953173777315296,99.1
Tg,QuantileRandomForest,AtomPair,3,test,39.54741487200209,26.814257975034675,0.8740357452577571,0.3779965397589122,0.1494837417167514,0.9424410540915396,98.4
Tg,QuantileRandomForest,AtomPair,3,train,15.959106995659209,5.5509447624002775,0.9799118621251288,0.21965751715228402,0.4248660731491116,0.9944502254595907,98.4
Tg,QuantileRandomForest,AtomPair,4,test,40.00524534251788,26.952309292649094,0.8711023504288002,0.3676901561862905,0.1486361534905224,0.941747572815534,97.5
Tg,QuantileRandomForest,AtomPair,4,train,15.899904937773064,5.4535089316684005,0.9800606239898215,0.2236973141729403,0.42660037769298953,0.9941033645508152,97.5
Tg,QuantileRandomForest,Morgan,0,test,37.94757246858709,25.819649791955616,0.884021064099458,0.3173415395050569,0.0554785020804438,0.8959778085991679,1527.1
Tg,QuantileRandomForest,Morgan,0,train,21.28401155566054,12.085282691640653,0.9642702909462083,0.13891644345303042,0.24898832234940452,0.9911550468262227,1527.1
Tg,QuantileRandomForest,Morgan,1,test,38.390998227543484,26.11641990291262,0.8812947489044163,0.33095958109323226,0.053243951302203704,0.8980582524271845,83.9
Tg,QuantileRandomForest,Morgan,1,train,21.651039079727248,12.14203000346861,0.9630273997233002,0.1401183307079466,0.24656029598797546,0.9889004509191814,83.9
Tg,QuantileRandomForest,Morgan,2,test,38.21527148452464,26.0351213592233,0.8823789586251056,0.3435628695965458,0.054862074279549984,0.8945908460471568,86.1
Tg,QuantileRandomForest,Morgan,2,train,22.11646017250307,12.269568158168575,0.9614207533345744,0.13931218198377693,0.24808262997649053,0.9913284772806105,86.1
Tg,QuantileRandomForest,Morgan,3,test,38.1427439630305,25.85881241331484,0.8828249932676391,0.3410294379494125,0.057019571582678355,0.8890429958391124,87.3
Tg,QuantileRandomForest,Morgan,3,train,21.806010409345124,12.201179760665973,0.9624962290322654,0.14387049615264608,0.24790919952210272,0.9880332986472424,87.3
Tg,QuantileRandomForest,Morgan,4,test,39.508599369417645,26.51987517337032,0.8742828899286612,0.33553189405998535,0.056017876406225894,0.8883495145631068,86.5
Tg,QuantileRandomForest,Morgan,4,train,22.31380111455055,12.311350589663544,0.9607292113180275,0.14615358725740488,0.24846803098624115,0.9901144640998959,86.5
Tg,DropoutMLP,MACCS,0,test,43.81164117897776,32.10848411888669,0.8454068786541888,0.16632098474535292,0.3460471567267684,0.3342579750346741,174.0
